profile,module,result_source,scenario_id,category,subclass,success,completion_step,evidence_type,evidence_path,source_config,log_candidates
without_stg_construction,stg,baseline,M2_09,M,M2,True,6,goal_reached,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/m_class/M2_09/run_M2_09.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/m_class/M2_09.json,2
without_stg_construction,stg,baseline,M2_10,M,M2,True,1,goal_reached,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/m_class/M2_10/run_M2_10.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/m_class/M2_10.json,2
without_stg_construction,stg,baseline,M3_11,M,M3,True,15,goal_reached,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/m_class/M3_11/run_M3_11.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/m_class/M3_11.json,2
without_stg_construction,stg,baseline,M3_12,M,M3,True,0,goal_reached,/Users/rushy/program/virtualhome/evaluation/results/robostate/raw/run_M3_12.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/m_class/M3_12.json,1
without_stg_construction,stg,baseline,M3_13,M,M3,True,10,goal_reached,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/m_class/M3_13/run_M3_13.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/m_class/M3_13.json,2
without_stg_construction,stg,ablation,M3_14,,,False,,ablation_metrics,evaluation/results/table3/robostate/runs/without_stg_construction/M3_14/metrics.json,,
without_stg_construction,stg,baseline,M3_15,M,M3,True,0,goal_reached,/Users/rushy/program/virtualhome/evaluation/results/robostate/raw/run_M3_15.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/m_class/M3_15.json,1
without_stg_construction,stg,baseline,M4_16,M,M4,True,6,goal_reached,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/m_class/M4_16/run_M4_16.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/m_class/M4_16.json,1
without_stg_construction,stg,baseline,M4_17,M,M4,True,3,goal_reached,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/m_class/M4_17/run_M4_17.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/m_class/M4_17.json,1
without_stg_construction,stg,ablation,M4_18,,,False,,ablation_metrics,evaluation/results/table3/robostate/runs/without_stg_construction/M4_18/metrics.json,,
without_stg_construction,stg,baseline,M4_19,M,M4,True,2,goal_reached,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/m_class/M4_19/run_M4_19.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/m_class/M4_19.json,1
without_stg_construction,stg,baseline,M4_20,M,M4,True,8,goal_reached,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/m_class/M4_20/run_M4_20.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/m_class/M4_20.json,1
without_stg_construction,stg,ablation,P1_01,,,False,,ablation_metrics,evaluation/results/table3/robostate/runs/without_stg_construction/P1_01/metrics.json,,
without_stg_construction,stg,ablation,P1_02,,,False,,ablation_metrics,evaluation/results/table3/robostate/runs/without_stg_construction/P1_02/metrics.json,,
without_stg_construction,stg,ablation,P1_03,,,False,,ablation_metrics,evaluation/results/table3/robostate/runs/without_stg_construction/P1_03/metrics.json,,
without_stg_construction,stg,ablation,P1_04,,,False,,ablation_metrics,evaluation/results/table3/robostate/runs/without_stg_construction/P1_04/metrics.json,,
without_stg_construction,stg,ablation,P1_05,,,False,,ablation_metrics,evaluation/results/table3/robostate/runs/without_stg_construction/P1_05/metrics.json,,
without_stg_construction,stg,ablation,P2_06,,,False,,ablation_metrics,evaluation/results/table3/robostate/runs/without_stg_construction/P2_06/metrics.json,,
without_stg_construction,stg,ablation,P2_07,,,False,,ablation_metrics,evaluation/results/table3/robostate/runs/without_stg_construction/P2_07/metrics.json,,
without_stg_construction,stg,ablation,P2_08,,,False,,ablation_metrics,evaluation/results/table3/robostate/runs/without_stg_construction/P2_08/metrics.json,,
without_stg_construction,stg,ablation,P2_09,,,False,,ablation_metrics,evaluation/results/table3/robostate/runs/without_stg_construction/P2_09/metrics.json,,
without_stg_construction,stg,ablation,P2_10,,,False,,ablation_metrics,evaluation/results/table3/robostate/runs/without_stg_construction/P2_10/metrics.json,,
without_stg_construction,stg,baseline,P3_11,P,P3,True,7,goal_reached,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P3_11/run_P3_11.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/p_class/P3_11.json,2
without_stg_construction,stg,baseline,P3_12,P,P3,False,,no_success_evidence,/Users/rushy/program/virtualhome/evaluation/results/robostate/raw/run_P3_12.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/p_class/P3_12.json,2
without_stg_construction,stg,baseline,P3_13,P,P3,True,5,goal_reached,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P3_13/run_P3_13.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/p_class/P3_13.json,2
without_stg_construction,stg,baseline,P3_14,P,P3,True,7,goal_reached,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P3_14/run_P3_14.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/p_class/P3_14.json,2
without_stg_construction,stg,baseline,P3_15,P,P3,True,9,goal_reached,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P3_15/run_P3_15.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/p_class/P3_15.json,2
without_stg_construction,stg,baseline,P3_16,P,P3,True,6,goal_reached,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P3_16/run_P3_16.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/p_class/P3_16.json,2
without_stg_construction,stg,baseline,P3_17,P,P3,True,12,goal_reached,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P3_17/run_P3_17.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/p_class/P3_17.json,2
without_stg_construction,stg,baseline,P3_18,P,P3,False,,no_success_evidence,/Users/rushy/program/virtualhome/evaluation/results/robostate/raw/run_P3_18.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/p_class/P3_18.json,2
without_stg_construction,stg,baseline,P3_19,P,P3,False,,no_success_evidence,/Users/rushy/program/virtualhome/evaluation/results/robostate/raw/run_P3_19.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/p_class/P3_19.json,2
without_stg_construction,stg,baseline,P3_20,P,P3,True,7,goal_reached,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P3_20/run_P3_20.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/p_class/P3_20.json,2
without_path_merging,stg,ablation,G1_01,,,False,,ablation_metrics,evaluation/results/table3/robostate/runs/without_path_merging/G1_01/metrics.json,,
without_path_merging,stg,baseline,G1_02,G,G1,True,1,goal_reached,/Users/rushy/program/virtualhome/evaluation/results/robostate/raw/run_G1_02.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/g_class/G1_02.json,1
without_path_merging,stg,baseline,G1_03,G,G1,True,1,goal_reached,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/g_class/G1_03/run_G1_03.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/g_class/G1_03.json,2
without_path_merging,stg,ablation,G1_04,,,True,2.0,ablation_metrics,evaluation/results/table3/robostate/runs/without_path_merging/G1_04/metrics.json,,
without_path_merging,stg,baseline,G1_05,G,G1,True,8,goal_reached,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/g_class/G1_05/run_G1_05.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/g_class/G1_05.json,2
without_path_merging,stg,baseline,G2_06,G,G2,True,3,goal_reached,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/g_class/G2_06/run_G2_06.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/g_class/G2_06.json,2
without_path_merging,stg,baseline,G2_07,G,G2,True,5,goal_reached,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/g_class/G2_07/run_G2_07.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/g_class/G2_07.json,2
without_path_merging,stg,ablation,G2_08,,,False,,ablation_metrics,evaluation/results/table3/robostate/runs/without_path_merging/G2_08/metrics.json,,
without_path_merging,stg,ablation,G2_09,,,False,,ablation_metrics,evaluation/results/table3/robostate/runs/without_path_merging/G2_09/metrics.json,,
without_path_merging,stg,baseline,G2_10,G,G2,True,1,goal_reached,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/g_class/G2_10/run_G2_10.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/g_class/G2_10.json,2
without_path_merging,stg,baseline,G3_11,G,G3,True,6,on_ask_policy,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/g_class/G3_11/run_G3_11.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/g_class/G3_11.json,2
without_path_merging,stg,baseline,G3_12,G,G3,True,0,on_ask_policy,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/g_class/G3_12/run_G3_12.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/g_class/G3_12.json,2
without_path_merging,stg,baseline,G3_13,G,G3,True,7,on_ask_policy,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/g_class/G3_13/run_G3_13.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/g_class/G3_13.json,2
without_path_merging,stg,baseline,G3_14,G,G3,True,5,on_ask_policy,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/g_class/G3_14/run_G3_14.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/g_class/G3_14.json,2
without_path_merging,stg,baseline,G3_15,G,G3,True,8,on_ask_policy,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/g_class/G3_15/run_G3_15.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/g_class/G3_15.json,2
without_path_merging,stg,baseline,G4_16,G,G4,True,7,goal_reached,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/g_class/G4_16/run_G4_16.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/g_class/G4_16.json,2
without_path_merging,stg,ablation,G4_17,,,True,4.0,ablation_metrics,evaluation/results/table3/robostate/runs/without_path_merging/G4_17/metrics.json,,
without_path_merging,stg,baseline,G4_18,G,G4,True,0,goal_reached,/Users/rushy/program/virtualhome/evaluation/results/robostate/raw/run_G4_18.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/g_class/G4_18.json,1
without_path_merging,stg,baseline,G4_19,G,G4,True,2,goal_reached,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/g_class/G4_19/run_G4_19.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/g_class/G4_19.json,2
without_path_merging,stg,baseline,G4_20,G,G4,True,5,goal_reached,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/g_class/G4_20/run_G4_20.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/g_class/G4_20.json,2
without_path_merging,stg,baseline,M1_01,M,M1,True,4,goal_reached,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/m_class/M1_01/run_M1_01.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/m_class/M1_01.json,2
without_path_merging,stg,baseline,M1_02,M,M1,False,,no_success_evidence,/Users/rushy/program/virtualhome/evaluation/results/robostate/raw/run_M1_02.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/m_class/M1_02.json,2
without_path_merging,stg,ablation,M1_03,,,False,,ablation_metrics,evaluation/results/table3/robostate/runs/without_path_merging/M1_03/metrics.json,,
without_path_merging,stg,ablation,M1_04,,,False,,ablation_metrics,evaluation/results/table3/robostate/runs/without_path_merging/M1_04/metrics.json,,
without_path_merging,stg,ablation,M1_05,,,True,13.0,ablation_metrics,evaluation/results/table3/robostate/runs/without_path_merging/M1_05/metrics.json,,
without_path_merging,stg,baseline,M2_06,M,M2,True,3,goal_reached,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/m_class/M2_06/run_M2_06.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/m_class/M2_06.json,2
without_path_merging,stg,baseline,M2_07,M,M2,True,2,goal_reached,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/m_class/M2_07/run_M2_07.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/m_class/M2_07.json,2
without_path_merging,stg,baseline,M2_08,M,M2,True,1,goal_reached,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/m_class/M2_08/run_M2_08.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/m_class/M2_08.json,2
without_path_merging,stg,baseline,M2_09,M,M2,True,6,goal_reached,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/m_class/M2_09/run_M2_09.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/m_class/M2_09.json,2
without_path_merging,stg,baseline,M2_10,M,M2,True,1,goal_reached,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/m_class/M2_10/run_M2_10.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/m_class/M2_10.json,2
without_path_merging,stg,baseline,M3_11,M,M3,True,15,goal_reached,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/m_class/M3_11/run_M3_11.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/m_class/M3_11.json,2
without_path_merging,stg,baseline,M3_12,M,M3,True,0,goal_reached,/Users/rushy/program/virtualhome/evaluation/results/robostate/raw/run_M3_12.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/m_class/M3_12.json,1
without_path_merging,stg,baseline,M3_13,M,M3,True,10,goal_reached,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/m_class/M3_13/run_M3_13.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/m_class/M3_13.json,2
without_path_merging,stg,ablation,M3_14,,,False,,ablation_metrics,evaluation/results/table3/robostate/runs/without_path_merging/M3_14/metrics.json,,
without_path_merging,stg,baseline,M3_15,M,M3,True,0,goal_reached,/Users/rushy/program/virtualhome/evaluation/results/robostate/raw/run_M3_15.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/m_class/M3_15.json,1
without_path_merging,stg,baseline,M4_16,M,M4,True,6,goal_reached,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/m_class/M4_16/run_M4_16.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/m_class/M4_16.json,1
without_path_merging,stg,baseline,M4_17,M,M4,True,3,goal_reached,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/m_class/M4_17/run_M4_17.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/m_class/M4_17.json,1
without_path_merging,stg,ablation,M4_18,,,False,,ablation_metrics,evaluation/results/table3/robostate/runs/without_path_merging/M4_18/metrics.json,,
without_path_merging,stg,baseline,M4_19,M,M4,True,2,goal_reached,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/m_class/M4_19/run_M4_19.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/m_class/M4_19.json,1
without_path_merging,stg,baseline,M4_20,M,M4,True,8,goal_reached,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/m_class/M4_20/run_M4_20.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/m_class/M4_20.json,1
without_path_merging,stg,baseline,P1_01,P,P1,True,0,goal_reached,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P1_01/run_P1_01.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/p_class/P1_01.json,1
without_path_merging,stg,baseline,P1_02,P,P1,True,0,goal_reached,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P1_02/run_P1_02.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/p_class/P1_02.json,1
without_path_merging,stg,baseline,P1_03,P,P1,False,,no_success_evidence,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/p_class/P1_03.json,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/p_class/P1_03.json,0
without_path_merging,stg,baseline,P1_04,P,P1,False,,no_success_evidence,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/p_class/P1_04.json,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/p_class/P1_04.json,0
without_path_merging,stg,baseline,P1_05,P,P1,True,0,goal_reached,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P1_05/run_P1_05.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/p_class/P1_05.json,1
without_path_merging,stg,baseline,P2_06,P,P2,False,,no_success_evidence,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/p_class/P2_06.json,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/p_class/P2_06.json,0
without_path_merging,stg,baseline,P2_07,P,P2,True,8,goal_reached,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P2_07/run_P2_07.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/p_class/P2_07.json,1
without_path_merging,stg,baseline,P2_08,P,P2,True,3,goal_reached,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P2_08/run_P2_08.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/p_class/P2_08.json,1
without_path_merging,stg,baseline,P2_09,P,P2,True,11,goal_reached,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P2_09/run_P2_09.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/p_class/P2_09.json,1
without_path_merging,stg,baseline,P2_10,P,P2,True,5,goal_reached,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P2_10/run_P2_10.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/p_class/P2_10.json,1
without_path_merging,stg,ablation,P3_11,,,True,7.0,ablation_metrics,evaluation/results/table3/robostate/runs/without_path_merging/P3_11/metrics.json,,
without_path_merging,stg,ablation,P3_12,,,False,,ablation_metrics,evaluation/results/table3/robostate/runs/without_path_merging/P3_12/metrics.json,,
without_path_merging,stg,ablation,P3_13,,,True,6.0,ablation_metrics,evaluation/results/table3/robostate/runs/without_path_merging/P3_13/metrics.json,,
without_path_merging,stg,ablation,P3_14,,,False,,ablation_metrics,evaluation/results/table3/robostate/runs/without_path_merging/P3_14/metrics.json,,
without_path_merging,stg,ablation,P3_15,,,True,6.0,ablation_metrics,evaluation/results/table3/robostate/runs/without_path_merging/P3_15/metrics.json,,
without_path_merging,stg,ablation,P3_16,,,False,,ablation_metrics,evaluation/results/table3/robostate/runs/without_path_merging/P3_16/metrics.json,,
without_path_merging,stg,ablation,P3_17,,,False,,ablation_metrics,evaluation/results/table3/robostate/runs/without_path_merging/P3_17/metrics.json,,
without_path_merging,stg,ablation,P3_18,,,False,,ablation_metrics,evaluation/results/table3/robostate/runs/without_path_merging/P3_18/metrics.json,,
without_path_merging,stg,ablation,P3_19,,,False,,ablation_metrics,evaluation/results/table3/robostate/runs/without_path_merging/P3_19/metrics.json,,
without_path_merging,stg,ablation,P3_20,,,True,5.0,ablation_metrics,evaluation/results/table3/robostate/runs/without_path_merging/P3_20/metrics.json,,
